"REF_DATE","GEO","DGUID","Age group","Sex","Income source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","56300","B","","","0"
"2008","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","58400","B","","","0"
"2009","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","55500","B","","","0"
"2010","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","56000","B","","","0"
"2011","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","56400","B","","","0"
"2012","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","57200","B","","","0"
"2013","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","60300","B","","","0"
"2014","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","61400","B","","","0"
"2015","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","60500","A","","","0"
"2016","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","58300","A","","","0"
"2017","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","62300","A","","","0"
"2018","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","63100","A","","","0"
"2019","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","63400","B","","","0"
"2020","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","67900","A","","","0"
"2021","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","70300","A","","","0"
"2022","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682907","13.3.1.1.4","68700","A","","","0"
"2005","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","42900","A","","","0"
"2006","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","44600","B","","","0"
"2007","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","46700","A","","","0"
"2008","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","47800","A","","","0"
"2009","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","45300","B","","","0"
"2010","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","45600","A","","","0"
"2011","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","46900","B","","","0"
"2012","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","47600","B","","","0"
"2013","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","48600","A","","","0"
"2014","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","49300","A","","","0"
"2015","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","49800","A","","","0"
"2016","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","47700","B","","","0"
"2017","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","51700","A","","","0"
"2018","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","51400","A","","","0"
"2019","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","52900","A","","","0"
"2020","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","55600","A","","","0"
"2021","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","57100","A","","","0"
"2022","British Columbia","2021A000259","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682908","13.3.1.1.5","55500","A","","","0"
"2005","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","56300","A","","","0"
"2006","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","55900","B","","","0"
"2007","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","57600","B","","","0"
"2008","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","59800","B","","","0"
"2009","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","56100","B","","","0"
"2010","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","56900","B","","","0"
"2011","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","56600","B","","","0"
"2012","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","58000","A","","","0"
"2013","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","60300","A","","","0"
"2014","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","60800","B","","","0"
"2015","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","61400","A","","","0"
"2016","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","59300","A","","","0"
"2017","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","60300","A","","","0"
"2018","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","63000","A","","","0"
"2019","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","61900","B","","","0"
"2020","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","63200","A","","","0"
"2021","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","68200","A","","","0"
"2022","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107682917","13.3.1.3.4","66600","A","","","0"
"2005","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682918","13.3.1.3.5","46400","B","","","0"
"2006","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682918","13.3.1.3.5","47100","B","","","0"
"2007","British Columbia","2021A000259","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107682918","13.3.1.3.5","48300","A","","","0"
